S,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
1773,Pooja Patil,65,Female,Maharashtra,Ratnagiri,"House 95, MG Road, Nashik, Maharashtra - 400001",8865-9115-8577,1/21/1961,9.09028E+11
1774,Ameet Yadab,56,Female,Maharashtra,Pune,"House 314, Station Road, Mumbai, Maharashtra - 400001",3405-9128-1102,9/18/1970,3.95499E+11
1775,Anjali Yadab,80,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5917-1106-2497,3/27/1946,6.01498E+11
1776,Amith Yadab,43,Male,Maharashtra,Pune,"House 235, Shivaji Nagar, Mumbai, Maharashtra - 400001",6587-1881-5159,2/15/1983,2.17554E+11
1777,Snea Joshi,52,Male,Maharashtra,Ratnagiri,"House 254, Shivaji Nagar, Pune, Maharashtra - 411001",1690-9721-7665,5/9/1974,2.83943E+11
1778,Anjli Yadav,48,Male,Maharashtra,Ratnagiri,"House 412, Laxmi Colony, Nagpur, Maharashtra - 422001",2517-5281-8575,10/3/1978,5.96752E+11
1779,Anjli Yadav,28,Female,Maharashtra,Ratnagiri,"House 468, Station Road, Nashik, Maharashtra - 440001",7455-1636-4824,5/21/1998,5.96752E+11
1780,Ameet Joshi,18,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",2083-3366-8018,1/16/2008,4.85793E+11
1781,Snea Patil,53,Female,Maharashtra,Ratnagiri,"House 48, Tilak Nagar, Nashik, Maharashtra - 400001",1154-4099-1913,8/4/1973,34216460506
1782,Karan Yadava,42,Male,Maharashtra,Pune,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",9313-5186-6848,8/19/1984,9.14878E+11
1783,Snehaa Sharmma,76,Female,Maharashtra,Pune,"House 42, MG Road, Nagpur, Maharashtra - 411001",5727-4827-7515,4/12/1950,5.40301E+11
1784,Anjali Kulkarnee,35,Male,Maharashtra,Ratnagiri,"House 298, Laxmi Colony, Mumbai, Maharashtra - 400001",2398-3618-2882,12/8/1991,2.10061E+11
1785,Snehaa Yadab,28,Female,Maharashtra,Mumbai,"House 480, Tilak Nagar, Nagpur, Maharashtra - 400001",3438-7000-8895,7/5/1998,4.47008E+11
1786,Sneha Sarma,52,Male,Maharashtra,Mumbai,"House 353, Gandhi Chowk, Pune, Maharashtra - 422001",7829-1950-2435,7/16/1974,4.19088E+11
1787,Snehaa Kulkarni,49,Male,Maharashtra,Pune,"House 74, Shivaji Nagar, Nagpur, Maharashtra - 440001",7439-1846-3832,3/20/1977,4.20474E+11
1788,Rohul Sharma,47,Male,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",9799-6975-3563,5/17/1979,73654597825
1789,Rahul Patil,65,Female,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",5133-2658-4866,5/20/1961,89951103723
1790,Rahul Yadava,78,Male,Maharashtra,Pune,"House 200, Tilak Nagar, Mumbai, Maharashtra - 411001",6440-7372-3285,8/27/1948,3389045179
1791,Rohul Kulkarni,65,Female,Maharashtra,Nagpur,"House 373, Station Road, Nashik, Maharashtra - 422001",8636-4161-1048,3/27/1961,8.57642E+11
1792,Kiran Sarma,20,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9365-3652-2210,8/10/2006,7.88814E+11
1793,Kiran Kulkarni,61,Male,Maharashtra,Mumbai,"House 83, MG Road, Nagpur, Maharashtra - 400001",1028-5035-3870,8/26/1965,2.60625E+11
1794,Kiran Yadab,37,Male,Maharashtra,Ratnagiri,"House 495, Laxmi Colony, Nashik, Maharashtra - 422001",4317-8883-4748,1/6/1989,9.93758E+11
1795,Raahul Yadav,47,Male,Maharashtra,Ratnagiri,"House 407, Shivaji Nagar, Nagpur, Maharashtra - 400001",1293-9682-3043,1/22/1979,5.06087E+11
1796,Raahul Patill,74,Male,Maharashtra,Ratnagiri,"House 164, Shivaji Nagar, Nashik, Maharashtra - 400001",2310-9925-8588,10/27/1952,32005272386
1797,Karan Patill,34,Male,Maharashtra,Pune,"House 468, Station Road, Nagpur, Maharashtra - 440001",5095-9375-9605,4/20/1992,8.03667E+11
1798,Puja Pateel,30,Male,Maharashtra,Mumbai,"House 337, Gandhi Chowk, Nagpur, Maharashtra - 440001",5983-4401-6343,1/16/1996,1.10882E+11
1799,Rahul Patill,41,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",7608-3351-1152,10/15/1985,6.9312E+11
1800,Sneha Josi,66,Male,Maharashtra,Pune,"House 232, Laxmi Colony, Nashik, Maharashtra - 400001",1477-4591-9429,6/25/1960,2.38537E+11
1801,Raahul Moore,63,Female,Maharashtra,Ratnagiri,"House 198, MG Road, Pune, Maharashtra - 411001",2939-3427-2209,7/3/1963,7.5872E+11
1802,Rahul Kulkarni,43,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",1068-5040-7911,10/12/1983,66538763171
1803,Amith Patill,22,Female,Maharashtra,Ratnagiri,"House 492, Tilak Nagar, Nagpur, Maharashtra - 400001",6811-4059-3114,10/23/2004,8.01081E+11
1804,Amith Kulkarnee,64,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",1263-2656-2187,11/24/1962,3.14325E+11
1805,Snehaa More,32,Male,Maharashtra,Nagpur,"House 253, Gandhi Chowk, Pune, Maharashtra - 440001",6006-2857-2256,6/28/1994,2.19913E+11
1806,Anjaly Sharma,72,Female,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",7372-5699-1957,7/10/1954,8.12867E+11
1807,Snea Patil,67,Male,Maharashtra,Ratnagiri,"House 444, MG Road, Mumbai, Maharashtra - 440001",4997-5625-4041,4/16/1959,34216460506
1808,Sneha Patil,28,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",2307-2621-3498,6/17/1998,1.05268E+11
1809,Poojaa Yadava,50,Male,Maharashtra,Ratnagiri,"House 216, Shivaji Nagar, Mumbai, Maharashtra - 400001",5489-4994-9969,10/11/1976,4.13651E+11
1810,Puja Patil,61,Female,Maharashtra,Nagpur,"House 375, Station Road, Nagpur, Maharashtra - 400001",9291-3262-8752,8/22/1965,77075733954
1811,Raahul Kulkarnee,46,Male,Maharashtra,Mumbai,"House 399, MG Road, Pune, Maharashtra - 422001",4553-4504-5502,11/8/1980,4.28646E+11
1812,Anjaly More,26,Female,Maharashtra,Ratnagiri,"House 342, Tilak Nagar, Pune, Maharashtra - 422001",5612-8834-8265,6/25/2000,5.33277E+11
1813,KARRAN YADAVA,56,Male,Maharashtra,Nagpur,"House 135, Gandhi Chowk, Nagpur, Maharashtra - 440001",7164-9666-2303,5/24/1970,6.44919E+11
1814,Puja Yadav,52,Female,Maharashtra,Ratnagiri,"House 241, Station Road, Nashik, Maharashtra - 422001",4278-5898-1494,11/25/1974,1.07572E+11
1815,Amit Moray,50,Female,Maharashtra,Ratnagiri,"House 16, Tilak Nagar, Mumbai, Maharashtra - 440001",3916-4705-6194,4/13/1976,59942973395
1816,Ameet Kulkarni,20,Male,Maharashtra,Ratnagiri,"House 374, Station Road, Pune, Maharashtra - 411001",6929-3257-5288,4/18/2006,3.09809E+11
1817,Puja Sharma,26,Female,Maharashtra,Nagpur,"House 85, Tilak Nagar, Pune, Maharashtra - 400001",1771-7225-4043,5/9/2000,6.58771E+11
1818,Poojaa Yadava,31,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",4381-2415-3382,3/13/1995,4.13651E+11
1819,Kiran Yadav,28,Female,Maharashtra,Mumbai,"House 294, Laxmi Colony, Nashik, Maharashtra - 440001",5259-2060-2911,7/16/1998,5.51134E+11
1820,Snehaa Yadav,22,Male,Maharashtra,Mumbai,"House 245, Station Road, Pune, Maharashtra - 411001",4051-5156-7431,1/14/2004,1.31597E+11
1821,Kiran Moore,57,Male,Maharashtra,Ratnagiri,"House 466, Station Road, Nashik, Maharashtra - 422001",5623-2481-7101,9/20/1969,4.57839E+11
1822,Poojaa Moore,40,Female,Maharashtra,Ratnagiri,"House 176, Station Road, Mumbai, Maharashtra - 400001",5988-9401-6187,7/5/1986,2.25105E+11
1823,Amith Joshi,68,Male,Maharashtra,Mumbai,"House 163, MG Road, Mumbai, Maharashtra - 411001",4177-6726-2897,3/5/1958,6.16891E+11
1824,Amith Moore,59,Male,Maharashtra,Pune,"House 105, Station Road, Mumbai, Maharashtra - 400001",2077-3960-8161,12/18/1967,2.34446E+11
1825,Karan Yadav,38,Female,Maharashtra,Ratnagiri,"House 46, Station Road, Nagpur, Maharashtra - 440001",8417-4890-9986,11/22/1988,2.26305E+11
1826,Anjli More,29,Female,Maharashtra,Nagpur,"House 434, Tilak Nagar, Nashik, Maharashtra - 422001",7068-2861-3403,9/25/1997,44172736579
1827,Amit Joshi,42,Male,Maharashtra,Nagpur,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",3564-2097-1620,2/19/1984,4.40511E+11
1828,Puja Sharma,66,Female,Maharashtra,Ratnagiri,"House 95, MG Road, Pune, Maharashtra - 440001",6056-7983-2599,3/18/1960,6.58771E+11
1829,Rahul Moore,68,Female,Maharashtra,Nagpur,"House 266, Gandhi Chowk, Nashik, Maharashtra - 422001",6205-8524-4946,6/3/1958,3.92582E+11
1830,Karran Pateel,61,Female,Maharashtra,Pune,"House 31, Station Road, Nashik, Maharashtra - 411001",1340-5942-2901,6/13/1965,1.56854E+11
1831,Amit Kulkarnee,36,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",7171-8987-1259,5/7/1990,6.30563E+11
1832,Kiran Yadav,45,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9500-3751-1506,9/25/1981,5.51134E+11
1833,???,-5,Female,Maharashtra,Pune,"House 389, Station Road, Nashik, Maharashtra - 411001",3969-1725-3876,3/25/1953,9.89842E+11
1834,Rahul Moore,30,Male,Maharashtra,Nagpur,"House 197, MG Road, Nashik, Maharashtra - 440001",8381-7067-4840,5/3/1996,3.92582E+11
1835,Sneha Moore,70,Female,Maharashtra,Nagpur,"House 137, MG Road, Nagpur, Maharashtra - 422001",1586-6349-2606,1/24/1956,7.14528E+11
1836,Raahul Moray,49,Male,Maharashtra,Nagpur,"House 23, Shivaji Nagar, Nashik, Maharashtra - 440001",9366-7521-3356,6/20/1977,5.48387E+11
1837,Ameet Yadab,38,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",3765-3274-9476,7/9/1988,3.95499E+11
1838,Raahul Yadav,50,Male,Maharashtra,Ratnagiri,"House 15, Shivaji Nagar, Nagpur, Maharashtra - 440001",5825-1781-3756,1/2/1976,5.06087E+11
1839,Amith Patil,34,Female,Maharashtra,Ratnagiri,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",1898-4754-4150,4/4/1992,9.8791E+11
1840,Raahul Pateel,73,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",3581-7032-3372,12/15/1953,5.46799E+11
1841,Raahul More,64,Female,Maharashtra,Ratnagiri,"House 249, Station Road, Nashik, Maharashtra - 422001",6902-5657-8560,7/6/1962,2.53654E+11
1842,Karan Joshy,46,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",4682-3591-6973,5/23/1980,9.787E+11
1843,Anjli Josi,56,Male,Maharashtra,Pune,"House 234, Gandhi Chowk, Pune, Maharashtra - 422001",3299-6432-7673,9/20/1970,6.69672E+11
1844,bbbb,-5,Male,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3955-3577-3183,5/10/1978,3.15654E+11
1845,Raahul Kulkarni,26,Male,Maharashtra,Mumbai,"House 455, MG Road, Pune, Maharashtra - 440001",8951-6814-2263,11/24/2000,41697506109
1846,Kiran Yadab,74,Male,Maharashtra,Pune,"House 189, MG Road, Nagpur, Maharashtra - 400001",7012-2472-2369,9/18/1952,9.93758E+11
1847,PUJA PATILL,79,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",7811-6137-8286,8/25/1947,81793411534
1848,Raahul Moore,35,Male,Maharashtra,Ratnagiri,"House 358, Station Road, Nashik, Maharashtra - 440001",2981-6989-2136,7/17/1977,5064317045
1849,Karran Joshy,57,Male,Maharashtra,Ratnagiri,"House 310, Station Road, Mumbai, Maharashtra - 411001",7512-6888-5339,12/20/1969,7.64913E+11
1850,Anjali Sharma,40,Male,Maharashtra,Mumbai,"House 479, MG Road, Nashik, Maharashtra - 411001",1667-4117-3933,11/12/1986,7.4385E+11
1851,Ameet Patil,61,Female,Maharashtra,Nagpur,"House 230, Tilak Nagar, Pune, Maharashtra - 422001",7735-8427-4978,1/12/1965,1.45019E+11
1852,Poojaa Pateel,45,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9394-3066-1846,3/1/1981,8.55866E+11
1853,Karan Yadav,34,Female,Maharashtra,Ratnagiri,"House 77, Shivaji Nagar, Pune, Maharashtra - 411001",9854-9217-6170,5/5/1992,2.26305E+11
1854,Raahul Yadav,48,Female,Maharashtra,Ratnagiri,"House 299, MG Road, Mumbai, Maharashtra - 400001",1603-4445-7427,8/27/1978,5.06087E+11
1855,Karran Kulkarni,78,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",8955-2683-8282,9/25/1948,7.67955E+11
1856,aaaa,0,Male,Maharashtra,Pune,"House 465, Shivaji Nagar, Nashik, Maharashtra - 422001",2119-1218-9418,11/6/1951,5.04863E+11
1857,Sneha Moray,74,Female,Maharashtra,Ratnagiri,"House 1, MG Road, Nashik, Maharashtra - 422001",7868-9372-9189,11/14/1952,1.76248E+11
1858,Poojaa Joshy,58,Female,Maharashtra,Mumbai,"House 364, Laxmi Colony, Nagpur, Maharashtra - 422001",9102-5388-6639,11/17/1968,3.40936E+11
1859,Ameet Pateel,78,Female,Maharashtra,Pune,"House 161, Shivaji Nagar, Mumbai, Maharashtra - 400001",3273-1983-8274,3/27/1948,4.31981E+11
1860,Karan Joshi,53,Male,Maharashtra,Mumbai,"House 13, MG Road, Nagpur, Maharashtra - 400001",3008-2436-8620,5/9/1973,5.83725E+11
1861,Ameet Josi,38,Female,Maharashtra,Ratnagiri,"House 368, Station Road, Pune, Maharashtra - 411001",9327-4887-1322,6/13/1988,7.6678E+11
1862,Anjali Yadav,56,Male,Maharashtra,Mumbai,"House 321, MG Road, Nashik, Maharashtra - 411001",2476-2425-3752,12/27/1970,8.63544E+11
1863,Snehaa Sharma,51,Male,Maharashtra,Nagpur,"House 310, Shivaji Nagar, Pune, Maharashtra - 411001",5554-4166-7015,4/23/1975,8.93073E+11
1864,Karran Sharma,30,Female,Maharashtra,Mumbai,"House 163, Gandhi Chowk, Mumbai, Maharashtra - 411001",5702-6273-9502,12/26/1996,8.7126E+11
1865,Snea Kulkarnee,47,Male,Maharashtra,Mumbai,"House 216, Gandhi Chowk, Nashik, Maharashtra - 440001",7341-3464-9658,12/17/1979,6.09652E+11
1866,Kiran More,35,Male,Maharashtra,Pune,"House 109, Tilak Nagar, Mumbai, Maharashtra - 422001",6525-7771-9338,12/27/1991,7.91179E+11
1867,Raahul Josi,40,Female,Maharashtra,Pune,"House 231, Tilak Nagar, Mumbai, Maharashtra - 411001",7741-9626-6120,10/7/1986,5.58869E+11
1868,Anjli Sharmma,26,Female,Maharashtra,Mumbai,"House 374, Tilak Nagar, Mumbai, Maharashtra - 411001",3607-4642-1784,6/14/2000,4.5013E+11
1869,Rahul Joshy,68,Female,Maharashtra,Nagpur,"House 354, Laxmi Colony, Mumbai, Maharashtra - 411001",3417-3014-5179,12/13/1958,5.30833E+11
1870,test123,0,Female,Maharashtra,Nagpur,"House 38, Gandhi Chowk, Nagpur, Maharashtra - 400001",8734-5685-8671,3/1/1994,8.04341E+11
1871,Anjli Pateel,36,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",8541-7487-9011,11/24/1990,8.47334E+11
1872,Pooja Josi,34,Male,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",8833-5760-6515,10/28/1992,2.5728E+11
1873,Poojaa Yadava,45,Male,Maharashtra,Ratnagiri,"House 97, MG Road, Nagpur, Maharashtra - 440001",3363-8628-1144,9/14/1981,4.13651E+11
1874,Rohul Sarma,48,Female,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",6290-6302-9432,9/28/1978,1.52357E+11
1875,Anjli Sharmma,71,Female,Maharashtra,Pune,"House 151, Tilak Nagar, Mumbai, Maharashtra - 422001",4551-3285-8607,9/23/1955,4.24253E+11
1876,Amit Kulkarni,73,Female,Maharashtra,Ratnagiri,"House 116, Tilak Nagar, Nagpur, Maharashtra - 400001",5097-8503-3946,2/9/1953,2.39625E+11
1877,Snea Kulkarni,44,Female,Maharashtra,Ratnagiri,"House 457, Tilak Nagar, Mumbai, Maharashtra - 400001",5608-4952-6687,12/7/1980,5.04625E+11
1878,Amith Yadab,31,Female,Maharashtra,Pune,"House 387, Gandhi Chowk, Pune, Maharashtra - 422001",7453-3483-6697,4/14/1995,2.17554E+11
1879,Puja More,21,Female,Maharashtra,Ratnagiri,"House 173, Station Road, Mumbai, Maharashtra - 400001",3747-4854-8934,9/2/2005,3.83288E+11
1880,Anjaly Josi,62,Male,Maharashtra,Nagpur,"House 284, Laxmi Colony, Mumbai, Maharashtra - 440001",6768-3159-1354,10/11/1964,8.37745E+11
1881,Poojaa Josi,59,Female,Maharashtra,Ratnagiri,"House 217, Gandhi Chowk, Nagpur, Maharashtra - 422001",9452-6762-4020,3/12/1967,3.80452E+11
1882,Anjali Patill,39,Female,Maharashtra,Nagpur,"House 264, Tilak Nagar, Pune, Maharashtra - 400001",3176-7799-8378,8/9/1987,3.35272E+11
1883,Ameet Pateel,38,Male,Maharashtra,Nagpur,"House 181, Tilak Nagar, Mumbai, Maharashtra - 422001",8885-4880-3911,5/26/1988,4.31981E+11
1884,Raahul Yadav,78,Female,Maharashtra,Ratnagiri,"House 104, Laxmi Colony, Nashik, Maharashtra - 411001",7355-2556-1599,5/26/1948,93172616656
1885,unknown,150,Female,Maharashtra,Ratnagiri,"House 350, Tilak Nagar, Nagpur, Maharashtra - 440001",1387-8443-2827,8/1/2003,6.01421E+11
1886,Anjli Yadava,50,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",3643-6054-4621,2/14/1976,1.38104E+11
1887,Raahul Kulkarni,51,Male,Maharashtra,Pune,"House 106, Laxmi Colony, Nashik, Maharashtra - 400001",9739-4680-2594,10/9/1975,41697506109
1888,Karran Sarma,56,Female,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",5388-4927-3558,1/15/1970,3.62312E+11
1889,Amit More,68,Male,Maharashtra,Ratnagiri,"House 124, Gandhi Chowk, Nagpur, Maharashtra - 400001",6665-1270-4370,4/8/1958,6.68663E+11
1890,AMITH JOSHY,62,Female,Maharashtra,Pune,"House 379, Station Road, Nagpur, Maharashtra - 400001",2375-3038-3952,4/22/1964,3.322E+11
1891,Pooja Sharmma,54,Male,Maharashtra,Ratnagiri,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",3420-9628-2250,7/24/1972,6.44511E+11
1892,Snehaa Yadab,60,Male,Maharashtra,Nagpur,"House 82, Laxmi Colony, Pune, Maharashtra - 411001",8014-5843-4130,4/5/1966,4.47008E+11
1893,Snea Patill,39,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",7093-6452-4852,3/16/1987,2.41483E+11
1894,Kiran Kulkarnee,61,Female,Maharashtra,Nagpur,"House 98, Shivaji Nagar, Nagpur, Maharashtra - 422001",5727-8165-2725,4/13/1965,2.04581E+11
1895,Snea Yadab,72,Female,Maharashtra,Mumbai,"House 288, Tilak Nagar, Pune, Maharashtra - 440001",2316-6147-7092,9/5/1954,4.51905E+11
1896,SNEHA YADAV,72,Female,Maharashtra,Pune,"House 1, Station Road, Mumbai, Maharashtra - 440001",6494-6782-2899,5/1/1954,8.74915E+11
1897,Kiran Patil,61,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",7618-9477-3456,2/4/1965,5.19785E+11
1898,Raahul Sharmma,53,Female,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",6930-2853-2818,4/21/1973,6.03979E+11
1899,Pooja Joshi,46,Male,Maharashtra,Mumbai,"House 266, MG Road, Nagpur, Maharashtra - 400001",2527-9427-5608,6/22/1980,6.92293E+11
1900,Oonknown,150,Female,Maharashtra,Ratnagiri,"House 64, Tilak Nagar, Mumbai, Maharashtra - 440001",1387-8443-2827,12/15/2001,8.28165E+11
1901,Oonknown,150,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",1387-8443-2827,7/17/1972,8.28165E+11
1902,Aamit Kulkarnee,36,Male,Maharashtra,Ratnagiri,"House 48, Gandhi Chowk, Nashik, Maharashtra - 422001",7171-8987-1259,8/2/1989,2.01659E+11
1903,Aamit Kulkarnee,36,Male,Maharashtra,Ratnagiri,"House 232, Gandhi Chowk, Nagpur, Maharashtra - 422001",7171-8987-1259,5/7/1990,2.01659E+11
1904,Ahmit Kulkarnee,36,Male,Maharashtra,Ratnagiri,"House 51, Laxmi Colony, Nashik, Maharashtra - 440001",7171-8987-1259,5/7/1990,17708019202
1905,Raahul Patil,34,Female,Maharashtra,Mumbai,"House 123, MG Road, Nagpur, Maharashtra - 400001",1318-4076-9551,1/26/1992,6.94274E+11
1906,Rahhul Patil,34,Female,Maharashtra,Mumbai,"House 208, Gandhi Chowk, Mumbai, Maharashtra - 400001",1318-4076-9551,1/21/1992,1.45079E+11
1907,Raahul Patil,34,Female,Maharashtra,Mumbai,"House 312, Gandhi Chowk, Nagpur, Maharashtra - 400001",1318-4076-9551,5/11/1992,6.94274E+11
1908,Ahmith Yadav,52,Male,Maharashtra,Pune,"House 36, MG Road, Nagpur, Maharashtra - 440001",4120-8113-1099,12/23/1974,1.8186E+11
1909,Pujaa Patill,49,Male,Maharashtra,Pune,"House 15, Tilak Nagar, Mumbai, Maharashtra - 400001",5236-2341-1702,4/6/1977,9.72045E+11
1910,Pujah Pateel,58,Male,Maharashtra,Ratnagiri,"House 79, Station Road, Nagpur, Maharashtra - 422001",4848-7343-3948,11/25/1968,8.36603E+11
1911,Ahnjaly Sharma,31,Female,Maharashtra,Pune,"House 10, Shivaji Nagar, Pune, Maharashtra - 422001",9059-5924-9512,7/2/1996,9.57445E+11
1912,Aanjaly Sharma,31,Female,Maharashtra,Pune,"House 123, Shivaji Nagar, Nagpur, Maharashtra - 400001",9059-5924-9512,11/3/1995,89366575292
1913,Snehaha Pateel,69,Male,Maharashtra,Pune,"House 136, Gandhi Chowk, Pune, Maharashtra - 400001",4958-9376-5040,3/16/1957,9.111E+11
1914,Aameet Kulkarni,37,Male,Maharashtra,Pune,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",1849-4181-4649,6/21/1989,4.66116E+11
1915,Aameet Kulkarni,37,Male,Maharashtra,Pune,"House 212, Gandhi Chowk, Nagpur, Maharashtra - 400001",1849-4181-4649,6/21/1989,4.66116E+11
1916,Raaahul Moore,23,Female,Maharashtra,Pune,"House 142, Laxmi Colony, Mumbai, Maharashtra - 411001",9336-2065-8180,2/26/2003,1.39837E+11
1917,Raaahul Moore,23,Female,Maharashtra,Pune,"House 270, Tilak Nagar, Mumbai, Maharashtra - 400001",9336-2065-8180,11/28/2003,1.39837E+11
1918,Arya Kadam,21,Female,Maharashtra,Pune,"House 59, MG Road, Pune, Maharashtra - 400001",7.80242E+11,8/8/2005,Pending
